date,tau_along_3d,tau_along_7d,tau_along_14d,tau_along_30d,wind3_7d,wind3_30d,sstC_7d,sstC_30d,dT_14d,heat_14d,heat_30d,tp_mm_7d,tp_mm_30d,region,fraser_log_7d,fraser_log_30d
2019-04-23 00:00:00+00:00,-0.009218711787268697,-0.005570417209452903,-0.0052378110820950575,-0.0041747335236140565,24.350283905171022,22.267494867286626,9.70293892857146,9.287668638888908,-0.317586904761896,452.2642799933862,457.8438236689815,9.987831134600002,6.059376389262,burrard,3.4430409217119227,3.3086855984978825
2019-04-24 00:00:00+00:00,-0.004074514802209883,-0.0020044426319155467,-0.004410385288091233,-0.003846979830112905,22.94028441116083,23.058274208682057,9.861560714285742,9.33864050000002,-0.29897080357141753,462.4231571676587,461.6456942978395,9.18735778420286,6.056690206602667,burrard,3.4564350834732225,3.3275588157844207
2019-04-25 00:00:00+00:00,0.004067350598289385,0.00017214184995157085,-0.003688617241045256,-0.003247753176392275,19.163616399405264,22.454741259825948,10.04116642857146,9.388418583333353,-0.22643062499998987,470.5681179398148,464.2519040972222,4.858834430917146,5.535904557736001,burrard,3.47211082157676,3.3459771296493392
2019-04-26 00:00:00+00:00,0.006015245449314196,0.0007015088412087327,-0.0038815813398333982,-0.0034273997446978206,19.298480091394843,21.965483183444338,10.127480476190515,9.447563944444463,-0.17646642857142428,473.0565232721561,466.09747842206787,2.5567327394885737,5.533885947202666,burrard,3.4837203498263487,3.364408291513974
2019-04-27 00:00:00+00:00,0.01696451185206566,0.004738009916442345,0.0010277656415646522,-0.0020283341188847624,45.756349433547975,29.279794060190472,10.259999404761938,9.507518833333354,-0.2738664583333324,485.10610987929897,468.7454478279321,2.614906873085716,5.548159272862,burrard,3.4943107495632755,3.3813270244205147
2019-04-28 00:00:00+00:00,0.018332305796351592,0.006983268982254808,0.0018962758382559447,-0.0017771736369350212,47.90570746335406,29.96160513940757,10.294254404761944,9.544990694444465,-0.20668386904762315,491.2168468667328,470.7045611805555,2.6254654102000026,5.551274608978668,burrard,3.498072026523611,3.396270188705214
2019-04-29 00:00:00+00:00,0.020885858999863893,0.01098102657547692,0.0029912684244984286,-0.0014515007037473459,42.94152264277634,30.518526468535427,10.370380714285748,9.580109277777797,-0.08583857142857758,494.63120053736776,472.6668383410494,1.2610299253857165,5.551846813575334,burrard,3.495556462943869,3.4068125207792375
2019-04-30 00:00:00+00:00,0.008923419454691406,0.012513209020139531,0.0034713959053433163,-0.0012701190470534626,43.791705496631714,30.82561591413936,10.391422500000033,9.605962333333354,-0.019172440476203128,501.1728734044312,474.40377217592595,0.11301040690000204,5.558681479495334,burrard,3.488149133377923,3.4148875872829305
2019-05-01 00:00:00+00:00,0.004773677122800031,0.010775351235830486,0.004385454301957471,-0.001597475195500501,40.548113806560686,30.37711497980819,10.50503369047623,9.64738036111113,-0.036251547619063525,508.24900978835973,475.51760076774684,0.11164801500571632,5.559174211227333,burrard,3.4786187611653476,3.4216588468128224
2019-05-02 00:00:00+00:00,-0.0002647104552195919,0.009124428981115928,0.004648285415533751,-0.002184379349654953,40.95102684154898,29.48491495352355,10.627122142857186,9.695765222222242,-0.1582357142857315,515.6904922619048,476.00261200617285,0.31491688290571634,5.606603613737334,burrard,3.465405333072042,3.426975950846902
2019-05-03 00:00:00+00:00,-0.003738796529504969,0.008332905314931319,0.0045172070780700275,-0.0022495146103248035,41.16486016956732,29.548959166126856,10.758441547619084,9.746262916666687,-0.2502280059523961,517.0743441137566,477.7920725,0.563553400600002,5.252774546666,burrard,3.447184315969781,3.4306640187831676
2019-05-04 00:00:00+00:00,-0.0026667154846441187,0.0023619680915262934,0.003549989003984321,-0.0019183076650909935,9.86285963552511,28.97538821343718,10.967524523809557,9.81702038888891,-0.30622178571429765,516.385485598545,479.43810802083334,0.5054473865542878,5.144151042634666,burrard,3.4296532764534464,3.433674452381662
2019-05-05 00:00:00+00:00,-0.0005402795226562783,0.0010361781301125542,0.004009723556183683,-0.0014415007377604299,6.6766381022701395,27.82804852982025,11.258158809523836,9.903942111111132,-0.3151548214285843,520.9610008763227,484.22936621527776,0.4920959460542878,4.724534343768,burrard,3.416364065993173,3.436232005975087
2019-05-06 00:00:00+00:00,0.0019908711988258793,0.00023505340020074203,0.005608039987838832,9.530235388583245e-05,4.945051176709045,22.799769650637646,11.496771785714316,9.9946907777778,-0.19270226190477047,535.1605268187831,490.9756574884259,0.48964364064000204,4.1697025259346665,burrard,3.4083843777838867,3.4385014622027317
2019-05-07 00:00:00+00:00,0.005996894991551679,0.001107743321609267,0.006810476170874402,0.0011332306769647508,7.49447366010473,22.281120117992455,11.73016714285717,10.087766861111133,-0.041439434523819534,541.9170711392196,495.1935017052469,0.4603522152685735,3.639030453568,burrard,3.4063275462552243,3.4407873426815363
2019-05-08 00:00:00+00:00,0.007438467301911669,0.0021782310640175414,0.006476791149924015,0.0012909493432150846,8.223572505090441,22.388526194003322,11.937011309523825,10.197922583333355,0.14590232142856102,545.9505068121692,500.69029058641974,0.4582405078457164,3.555631636060667,burrard,3.4097435687417113,3.442602711950954
2019-05-09 00:00:00+00:00,0.011080208432594094,0.005097161494978035,0.007110795238046983,0.001408665243246364,11.752652222717616,22.72350239662311,12.139987619047636,10.314537055555578,0.3880023214285586,552.6581764798281,504.1424483641975,0.2549716399457163,3.4919102975686664,burrard,3.4185090812742325,3.4447044368091904
2019-05-10 00:00:00+00:00,0.007208689977151424,0.005799523253033436,0.00706621428398238,0.0015099557689904355,11.362941494596727,22.57949085051191,12.34427440476192,10.430848750000022,0.7271328869047531,559.211654522156,511.2394940895062,0.003201620822859173,3.3004601766299997,burrard,3.4328991242710143,3.446571789009457
